,Date,Status,state,cases
28574,2020-11-05,Deceased,ML,1
28575,2020-11-06,Confirmed,ML,86
28576,2020-11-06,Recovered,ML,91
28577,2020-11-06,Deceased,ML,0
28578,2020-11-07,Confirmed,ML,68
28579,2020-11-07,Recovered,ML,55
28580,2020-11-07,Deceased,ML,2
28581,2020-11-08,Confirmed,ML,155
28582,2020-11-08,Recovered,ML,116
28583,2020-11-08,Deceased,ML,0
28584,2020-11-09,Confirmed,ML,28
28585,2020-11-09,Recovered,ML,37
28586,2020-11-09,Deceased,ML,1
28587,2020-11-10,Confirmed,ML,66
28588,2020-11-10,Recovered,ML,129
28589,2020-11-10,Deceased,ML,0
28590,2020-11-11,Confirmed,ML,72
28591,2020-11-11,Recovered,ML,71
28592,2020-11-11,Deceased,ML,0
28593,2020-11-12,Confirmed,ML,144
28594,2020-11-12,Recovered,ML,56
28595,2020-11-12,Deceased,ML,4
28596,2020-11-13,Confirmed,ML,70
28597,2020-11-13,Recovered,ML,87
28598,2020-11-13,Deceased,ML,0
28599,2020-11-14,Confirmed,ML,51
28600,2020-11-14,Recovered,ML,63
28601,2020-11-14,Deceased,ML,2
28602,2020-11-15,Confirmed,ML,35
28603,2020-11-15,Recovered,ML,76
28604,2020-11-15,Deceased,ML,0
28605,2020-11-16,Confirmed,ML,41
28606,2020-11-16,Recovered,ML,78
28607,2020-11-16,Deceased,ML,1
28608,2020-11-17,Confirmed,ML,85
28609,2020-11-17,Recovered,ML,283
28610,2020-11-17,Deceased,ML,1
28611,2020-11-18,Confirmed,ML,76
28612,2020-11-18,Recovered,ML,59
28613,2020-11-18,Deceased,ML,1
28614,2020-11-19,Confirmed,ML,109
28615,2020-11-19,Recovered,ML,60
28616,2020-11-19,Deceased,ML,1
28617,2020-11-20,Confirmed,ML,173
28618,2020-11-20,Recovered,ML,84
28619,2020-11-20,Deceased,ML,2
28620,2020-11-21,Confirmed,ML,117
28621,2020-11-21,Recovered,ML,78
28622,2020-11-21,Deceased,ML,2
28623,2020-11-22,Confirmed,ML,70
28624,2020-11-22,Recovered,ML,99
28625,2020-11-22,Deceased,ML,2
28626,2020-11-23,Confirmed,ML,58
28627,2020-11-23,Recovered,ML,57
28628,2020-11-23,Deceased,ML,0
28629,2020-11-24,Confirmed,ML,57
28630,2020-11-24,Recovered,ML,59
28631,2020-11-24,Deceased,ML,0
28632,2020-11-25,Confirmed,ML,59
28633,2020-11-25,Recovered,ML,37
28634,2020-11-25,Deceased,ML,0
28635,2020-11-26,Confirmed,ML,68
28636,2020-11-26,Recovered,ML,36
28637,2020-11-26,Deceased,ML,0
28638,2020-11-27,Confirmed,ML,52
28639,2020-11-27,Recovered,ML,82
28640,2020-11-27,Deceased,ML,0
28641,2020-11-28,Confirmed,ML,71
28642,2020-11-28,Recovered,ML,129
28643,2020-11-28,Deceased,ML,1
28644,2020-11-29,Confirmed,ML,36
28645,2020-11-29,Recovered,ML,126
28646,2020-11-29,Deceased,ML,0
28647,2020-11-30,Confirmed,ML,70
28648,2020-11-30,Recovered,ML,75
28649,2020-11-30,Deceased,ML,0
28650,2020-12-01,Confirmed,ML,65
28651,2020-12-01,Recovered,ML,158
28652,2020-12-01,Deceased,ML,1
28653,2020-12-02,Confirmed,ML,79
28654,2020-12-02,Recovered,ML,60
28655,2020-12-02,Deceased,ML,2
28656,2020-12-03,Confirmed,ML,51
28657,2020-12-03,Recovered,ML,87
28658,2020-12-03,Deceased,ML,2
28659,2020-12-04,Confirmed,ML,62
28660,2020-12-04,Recovered,ML,78
28661,2020-12-04,Deceased,ML,2
28662,2020-12-05,Confirmed,ML,97
28663,2020-12-05,Recovered,ML,73
28664,2020-12-05,Deceased,ML,0
28665,2020-12-06,Confirmed,ML,73
28666,2020-12-06,Recovered,ML,61
28667,2020-12-06,Deceased,ML,2
28668,2020-12-07,Confirmed,ML,77
28669,2020-12-07,Recovered,ML,120
28670,2020-12-07,Deceased,ML,0
28671,2020-12-08,Confirmed,ML,96
28672,2020-12-08,Recovered,ML,113
28673,2020-12-08,Deceased,ML,2
28674,2020-12-09,Confirmed,ML,101
28675,2020-12-09,Recovered,ML,169
28676,2020-12-09,Deceased,ML,0
28677,2020-12-10,Confirmed,ML,75
28678,2020-12-10,Recovered,ML,28
28679,2020-12-10,Deceased,ML,1
28680,2020-12-11,Confirmed,ML,59
28681,2020-12-11,Recovered,ML,44
28682,2020-12-11,Deceased,ML,1
28683,2020-12-12,Confirmed,ML,98
28684,2020-12-12,Recovered,ML,50
28685,2020-12-12,Deceased,ML,1
28686,2020-12-13,Confirmed,ML,123
28687,2020-12-13,Recovered,ML,31
28688,2020-12-13,Deceased,ML,3
28689,2020-12-14,Confirmed,ML,75
28690,2020-12-14,Recovered,ML,50
28691,2020-12-14,Deceased,ML,2
28692,2020-12-15,Confirmed,ML,66
28693,2020-12-15,Recovered,ML,128
28694,2020-12-15,Deceased,ML,1
28695,2020-12-16,Confirmed,ML,65
28696,2020-12-16,Recovered,ML,66
28697,2020-12-16,Deceased,ML,2
28698,2020-12-17,Confirmed,ML,69
28699,2020-12-17,Recovered,ML,70
28700,2020-12-17,Deceased,ML,0
28701,2020-12-18,Confirmed,ML,48
28702,2020-12-18,Recovered,ML,148
28703,2020-12-18,Deceased,ML,0
28704,2020-12-19,Confirmed,ML,32
28705,2020-12-19,Recovered,ML,61
28706,2020-12-19,Deceased,ML,0
28707,2020-12-20,Confirmed,ML,32
28708,2020-12-20,Recovered,ML,89
28709,2020-12-20,Deceased,ML,1
28710,2020-12-21,Confirmed,ML,5
28711,2020-12-21,Recovered,ML,72
28712,2020-12-21,Deceased,ML,0
28713,2020-12-22,Confirmed,ML,41
28714,2020-12-22,Recovered,ML,43
28715,2020-12-22,Deceased,ML,0
28716,2020-12-23,Confirmed,ML,29
28717,2020-12-23,Recovered,ML,159
28718,2020-12-23,Deceased,ML,1
28719,2020-12-24,Confirmed,ML,12
28720,2020-12-24,Recovered,ML,28
28721,2020-12-24,Deceased,ML,0
28722,2020-12-25,Confirmed,ML,29
28723,2020-12-25,Recovered,ML,18
28724,2020-12-25,Deceased,ML,0
28725,2020-12-26,Confirmed,ML,2
28726,2020-12-26,Recovered,ML,45
28727,2020-12-26,Deceased,ML,3
28728,2020-12-27,Confirmed,ML,5
28729,2020-12-27,Recovered,ML,27
28730,2020-12-27,Deceased,ML,0
28731,2020-12-28,Confirmed,ML,3
28732,2020-12-28,Recovered,ML,30
28733,2020-12-28,Deceased,ML,0
28734,2020-12-29,Confirmed,ML,8
28735,2020-12-29,Recovered,ML,24
28736,2020-12-29,Deceased,ML,0
28737,2020-12-30,Confirmed,ML,21
28738,2020-12-30,Recovered,ML,19
28739,2020-12-30,Deceased,ML,1
28740,2020-12-31,Confirmed,ML,0
28741,2020-12-31,Recovered,ML,0
28742,2020-12-31,Deceased,ML,0
28743,2021-01-01,Confirmed,ML,0
28744,2021-01-01,Recovered,ML,0
28745,2021-01-01,Deceased,ML,0
28746,2021-01-02,Confirmed,ML,40
28747,2021-01-02,Recovered,ML,88
28748,2021-01-02,Deceased,ML,0
28749,2021-01-03,Confirmed,ML,12
28750,2021-01-03,Recovered,ML,13
28751,2021-01-03,Deceased,ML,0
28752,2021-01-04,Confirmed,ML,22
28753,2021-01-04,Recovered,ML,18
28754,2021-01-04,Deceased,ML,0
28755,2021-01-05,Confirmed,ML,24
28756,2021-01-05,Recovered,ML,12
28757,2021-01-05,Deceased,ML,2
28758,2021-01-06,Confirmed,ML,19
28759,2021-01-06,Recovered,ML,14
28760,2021-01-06,Deceased,ML,0
28761,2021-01-07,Confirmed,ML,11
28762,2021-01-07,Recovered,ML,27
28763,2021-01-07,Deceased,ML,0
28764,2021-01-08,Confirmed,ML,24
28765,2021-01-08,Recovered,ML,5
28766,2021-01-08,Deceased,ML,2
28767,2021-01-09,Confirmed,ML,32
28768,2021-01-09,Recovered,ML,24
28769,2021-01-09,Deceased,ML,0
28770,2021-01-10,Confirmed,ML,19
28771,2021-01-10,Recovered,ML,27
28772,2021-01-10,Deceased,ML,0
28773,2021-01-11,Confirmed,ML,20
28774,2021-01-11,Recovered,ML,24
28775,2021-01-11,Deceased,ML,0
28776,2021-01-12,Confirmed,ML,20
28777,2021-01-12,Recovered,ML,19
28778,2021-01-12,Deceased,ML,0
28779,2021-01-13,Confirmed,ML,18
28780,2021-01-13,Recovered,ML,9
28781,2021-01-13,Deceased,ML,1
28782,2021-01-14,Confirmed,ML,18
28783,2021-01-14,Recovered,ML,17
28784,2021-01-14,Deceased,ML,0
28785,2021-01-15,Confirmed,ML,4
28786,2021-01-15,Recovered,ML,4
28787,2021-01-15,Deceased,ML,0
28788,2021-01-16,Confirmed,ML,2
28789,2021-01-16,Recovered,ML,15
28790,2021-01-16,Deceased,ML,0
28791,2021-01-17,Confirmed,ML,12
28792,2021-01-17,Recovered,ML,12
28793,2021-01-17,Deceased,ML,0
28794,2021-01-18,Confirmed,ML,2
28795,2021-01-18,Recovered,ML,2
28796,2021-01-18,Deceased,ML,0
28797,2021-01-19,Confirmed,ML,3
28798,2021-01-19,Recovered,ML,18
28799,2021-01-19,Deceased,ML,0
28800,2021-01-20,Confirmed,ML,7
28801,2021-01-20,Recovered,ML,7
28802,2021-01-20,Deceased,ML,0
28803,2021-01-21,Confirmed,ML,4
28804,2021-01-21,Recovered,ML,6
28805,2021-01-21,Deceased,ML,2
28806,2021-01-22,Confirmed,ML,2
28807,2021-01-22,Recovered,ML,3
28808,2021-01-22,Deceased,ML,0
28809,2021-01-23,Confirmed,ML,4
28810,2021-01-23,Recovered,ML,10
28811,2021-01-23,Deceased,ML,0
28812,2021-01-24,Confirmed,ML,5
28813,2021-01-24,Recovered,ML,16
28814,2021-01-24,Deceased,ML,0
28815,2021-01-25,Confirmed,ML,2
28816,2021-01-25,Recovered,ML,9
28817,2021-01-25,Deceased,ML,0
28818,2021-01-26,Confirmed,ML,6
28819,2021-01-26,Recovered,ML,12
28820,2021-01-26,Deceased,ML,0
28821,2021-01-27,Confirmed,ML,1
28822,2021-01-27,Recovered,ML,10
28823,2021-01-27,Deceased,ML,0
28824,2021-01-28,Confirmed,ML,8
28825,2021-01-28,Recovered,ML,7
28826,2021-01-28,Deceased,ML,0
28827,2021-01-29,Confirmed,ML,4
28828,2021-01-29,Recovered,ML,11
28829,2021-01-29,Deceased,ML,0
28830,2021-01-30,Confirmed,ML,8
28831,2021-01-30,Recovered,ML,17
28832,2021-01-30,Deceased,ML,0
28833,2021-01-31,Confirmed,ML,3
28834,2021-01-31,Recovered,ML,9
28835,2021-01-31,Deceased,ML,0
28836,2021-02-01,Confirmed,ML,0
28837,2021-02-01,Recovered,ML,6
28838,2021-02-01,Deceased,ML,0
28839,2021-02-02,Confirmed,ML,4
28840,2021-02-02,Recovered,ML,9
28841,2021-02-02,Deceased,ML,1
28842,2021-02-03,Confirmed,ML,6
28843,2021-02-03,Recovered,ML,10
28844,2021-02-03,Deceased,ML,0
28845,2021-02-04,Confirmed,ML,20
28846,2021-02-04,Recovered,ML,9
28847,2021-02-04,Deceased,ML,0
28848,2021-02-05,Confirmed,ML,27
28849,2021-02-05,Recovered,ML,9
28850,2021-02-05,Deceased,ML,0
28851,2021-02-06,Confirmed,ML,24
28852,2021-02-06,Recovered,ML,3
28853,2021-02-06,Deceased,ML,0
28854,2021-02-07,Confirmed,ML,40
28855,2021-02-07,Recovered,ML,5
28856,2021-02-07,Deceased,ML,0
28857,2021-02-08,Confirmed,ML,1
28858,2021-02-08,Recovered,ML,3
28859,2021-02-08,Deceased,ML,1
28860,2021-02-09,Confirmed,ML,7
28861,2021-02-09,Recovered,ML,4
28862,2021-02-09,Deceased,ML,0
28863,2021-02-10,Confirmed,ML,31
28864,2021-02-10,Recovered,ML,4
28865,2021-02-10,Deceased,ML,0
28866,2021-02-11,Confirmed,ML,7
28867,2021-02-11,Recovered,ML,5
28868,2021-02-11,Deceased,ML,0
28869,2021-02-12,Confirmed,ML,1
28870,2021-02-12,Recovered,ML,3
28871,2021-02-12,Deceased,ML,0
28872,2021-02-13,Confirmed,ML,5
28873,2021-02-13,Recovered,ML,3
28874,2021-02-13,Deceased,ML,0
28875,2021-02-14,Confirmed,ML,5
28876,2021-02-14,Recovered,ML,22
28877,2021-02-14,Deceased,ML,0
28878,2021-02-15,Confirmed,ML,0
28879,2021-02-15,Recovered,ML,21
28880,2021-02-15,Deceased,ML,0
28881,2021-02-16,Confirmed,ML,2
28882,2021-02-16,Recovered,ML,30
28883,2021-02-16,Deceased,ML,0
28884,2021-02-17,Confirmed,ML,1
28885,2021-02-17,Recovered,ML,23
28886,2021-02-17,Deceased,ML,0
28887,2021-02-18,Confirmed,ML,1
28888,2021-02-18,Recovered,ML,24
28889,2021-02-18,Deceased,ML,0
28890,2021-02-19,Confirmed,ML,5
28891,2021-02-19,Recovered,ML,22
28892,2021-02-19,Deceased,ML,0
28893,2021-02-20,Confirmed,ML,1
28894,2021-02-20,Recovered,ML,13
28895,2021-02-20,Deceased,ML,0
28896,2021-02-21,Confirmed,ML,0
28897,2021-02-21,Recovered,ML,4
28898,2021-02-21,Deceased,ML,0
28899,2021-02-22,Confirmed,ML,2
28900,2021-02-22,Recovered,ML,2
28901,2021-02-22,Deceased,ML,0
28902,2021-02-23,Confirmed,ML,1
28903,2021-02-23,Recovered,ML,3
28904,2021-02-23,Deceased,ML,0
28905,2021-02-24,Confirmed,ML,3
28906,2021-02-24,Recovered,ML,5
28907,2021-02-24,Deceased,ML,0
28908,2021-02-25,Confirmed,ML,3
28909,2021-02-25,Recovered,ML,1
28910,2021-02-25,Deceased,ML,0
28911,2021-02-26,Confirmed,ML,0
28912,2021-02-26,Recovered,ML,1
28913,2021-02-26,Deceased,ML,0
28914,2021-02-27,Confirmed,ML,0
28915,2021-02-27,Recovered,ML,2
28916,2021-02-27,Deceased,ML,0
28917,2021-02-28,Confirmed,ML,1
28918,2021-02-28,Recovered,ML,1
28919,2021-02-28,Deceased,ML,0
28920,2021-03-01,Confirmed,ML,1
28921,2021-03-01,Recovered,ML,1
28922,2021-03-01,Deceased,ML,0
28923,2021-03-02,Confirmed,ML,3
28924,2021-03-02,Recovered,ML,5
28925,2021-03-02,Deceased,ML,0
28926,2021-03-03,Confirmed,ML,0
28927,2021-03-03,Recovered,ML,1
28928,2021-03-03,Deceased,ML,0
28929,2021-03-04,Confirmed,ML,0
28930,2021-03-04,Recovered,ML,1
28931,2021-03-04,Deceased,ML,0
28932,2021-03-05,Confirmed,ML,2
28933,2021-03-05,Recovered,ML,1
28934,2021-03-05,Deceased,ML,0
28935,2021-03-06,Confirmed,ML,0
28936,2021-03-06,Recovered,ML,0
28937,2021-03-06,Deceased,ML,0
28938,2021-03-07,Confirmed,ML,4
28939,2021-03-07,Recovered,ML,5
28940,2021-03-07,Deceased,ML,0
28941,2021-03-08,Confirmed,ML,1
28942,2021-03-08,Recovered,ML,2
28943,2021-03-08,Deceased,ML,0
28944,2021-03-09,Confirmed,ML,4
28945,2021-03-09,Recovered,ML,2
28946,2021-03-09,Deceased,ML,0
28947,2021-03-10,Confirmed,ML,6
28948,2021-03-10,Recovered,ML,1
28949,2021-03-10,Deceased,ML,0
28950,2021-03-11,Confirmed,ML,2
28951,2021-03-11,Recovered,ML,1
28952,2021-03-11,Deceased,ML,0
28953,2021-03-12,Confirmed,ML,1
28954,2021-03-12,Recovered,ML,1
28955,2021-03-12,Deceased,ML,0
28956,2021-03-13,Confirmed,ML,6
28957,2021-03-13,Recovered,ML,0
28958,2021-03-13,Deceased,ML,0
28959,2021-03-14,Confirmed,ML,5
28960,2021-03-14,Recovered,ML,2
28961,2021-03-14,Deceased,ML,0
28962,2021-03-15,Confirmed,ML,0
28963,2021-03-15,Recovered,ML,0
28964,2021-03-15,Deceased,ML,0
28965,2021-03-16,Confirmed,ML,3
28966,2021-03-16,Recovered,ML,1
28967,2021-03-16,Deceased,ML,0
28968,2021-03-17,Confirmed,ML,2
28969,2021-03-17,Recovered,ML,3
28970,2021-03-17,Deceased,ML,0
28971,2021-03-18,Confirmed,ML,3
28972,2021-03-18,Recovered,ML,1
28973,2021-03-18,Deceased,ML,0
28974,2021-03-19,Confirmed,ML,3
28975,2021-03-19,Recovered,ML,4
28976,2021-03-19,Deceased,ML,0
28977,2021-03-20,Confirmed,ML,4
28978,2021-03-20,Recovered,ML,6
28979,2021-03-20,Deceased,ML,1
28980,2021-03-21,Confirmed,ML,0
28981,2021-03-21,Recovered,ML,0
28982,2021-03-21,Deceased,ML,0
28983,2021-03-22,Confirmed,ML,4
28984,2021-03-22,Recovered,ML,3
28985,2021-03-22,Deceased,ML,0
28986,2021-03-23,Confirmed,ML,1
28987,2021-03-23,Recovered,ML,5
28988,2021-03-23,Deceased,ML,0
28989,2021-03-24,Confirmed,ML,2
28990,2021-03-24,Recovered,ML,5
28991,2021-03-24,Deceased,ML,0
28992,2021-03-25,Confirmed,ML,3
28993,2021-03-25,Recovered,ML,1
28994,2021-03-25,Deceased,ML,1
28995,2021-03-26,Confirmed,ML,7
28996,2021-03-26,Recovered,ML,4
28997,2021-03-26,Deceased,ML,0
28998,2021-03-27,Confirmed,ML,2
28999,2021-03-27,Recovered,ML,2
29000,2021-03-27,Deceased,ML,0
29001,2021-03-28,Confirmed,ML,1
29002,2021-03-28,Recovered,ML,1
29003,2021-03-28,Deceased,ML,0
29004,2021-03-29,Confirmed,ML,2
29005,2021-03-29,Recovered,ML,2
29006,2021-03-29,Deceased,ML,0
29007,2021-03-30,Confirmed,ML,22
29008,2021-03-30,Recovered,ML,3
29009,2021-03-30,Deceased,ML,0
29010,2021-03-31,Confirmed,ML,9
29011,2021-03-31,Recovered,ML,5
29012,2021-03-31,Deceased,ML,0
29013,2021-04-01,Confirmed,ML,2
29014,2021-04-01,Recovered,ML,1
29015,2021-04-01,Deceased,ML,0
29016,2021-04-02,Confirmed,ML,15
29017,2021-04-02,Recovered,ML,1
29018,2021-04-02,Deceased,ML,0
29019,2021-04-03,Confirmed,ML,24
29020,2021-04-03,Recovered,ML,0
29021,2021-04-03,Deceased,ML,0
29022,2021-04-04,Confirmed,ML,16
29023,2021-04-04,Recovered,ML,2
29024,2021-04-04,Deceased,ML,0
29025,2020-03-14,Confirmed,MZ,0
29026,2020-03-14,Recovered,MZ,0
29027,2020-03-14,Deceased,MZ,0
29028,2020-03-15,Confirmed,MZ,0
29029,2020-03-15,Recovered,MZ,0
29030,2020-03-15,Deceased,MZ,0
29031,2020-03-16,Confirmed,MZ,0
29032,2020-03-16,Recovered,MZ,0
29033,2020-03-16,Deceased,MZ,0
29034,2020-03-17,Confirmed,MZ,0
29035,2020-03-17,Recovered,MZ,0
29036,2020-03-17,Deceased,MZ,0
29037,2020-03-18,Confirmed,MZ,0
29038,2020-03-18,Recovered,MZ,0
29039,2020-03-18,Deceased,MZ,0
29040,2020-03-19,Confirmed,MZ,0
29041,2020-03-19,Recovered,MZ,0
29042,2020-03-19,Deceased,MZ,0
29043,2020-03-20,Confirmed,MZ,0
29044,2020-03-20,Recovered,MZ,0
29045,2020-03-20,Deceased,MZ,0
29046,2020-03-21,Confirmed,MZ,0
29047,2020-03-21,Recovered,MZ,0
29048,2020-03-21,Deceased,MZ,0
29049,2020-03-22,Confirmed,MZ,0
29050,2020-03-22,Recovered,MZ,0
29051,2020-03-22,Deceased,MZ,0
29052,2020-03-23,Confirmed,MZ,0
29053,2020-03-23,Recovered,MZ,0
29054,2020-03-23,Deceased,MZ,0
29055,2020-03-24,Confirmed,MZ,0
29056,2020-03-24,Recovered,MZ,0
29057,2020-03-24,Deceased,MZ,0
29058,2020-03-25,Confirmed,MZ,1
29059,2020-03-25,Recovered,MZ,0
29060,2020-03-25,Deceased,MZ,0
29061,2020-03-26,Confirmed,MZ,0
29062,2020-03-26,Recovered,MZ,0
29063,2020-03-26,Deceased,MZ,0
29064,2020-03-27,Confirmed,MZ,0
29065,2020-03-27,Recovered,MZ,0
29066,2020-03-27,Deceased,MZ,0
29067,2020-03-28,Confirmed,MZ,0
29068,2020-03-28,Recovered,MZ,0
29069,2020-03-28,Deceased,MZ,0
29070,2020-03-29,Confirmed,MZ,0
29071,2020-03-29,Recovered,MZ,0
29072,2020-03-29,Deceased,MZ,0
29073,2020-03-30,Confirmed,MZ,0
29074,2020-03-30,Recovered,MZ,0
29075,2020-03-30,Deceased,MZ,0
29076,2020-03-31,Confirmed,MZ,0
29077,2020-03-31,Recovered,MZ,0
29078,2020-03-31,Deceased,MZ,0
29079,2020-04-01,Confirmed,MZ,0
29080,2020-04-01,Recovered,MZ,0
29081,2020-04-01,Deceased,MZ,0
29082,2020-04-02,Confirmed,MZ,0
29083,2020-04-02,Recovered,MZ,0
29084,2020-04-02,Deceased,MZ,0
29085,2020-04-03,Confirmed,MZ,0
29086,2020-04-03,Recovered,MZ,0
29087,2020-04-03,Deceased,MZ,0
29088,2020-04-04,Confirmed,MZ,0
29089,2020-04-04,Recovered,MZ,0
29090,2020-04-04,Deceased,MZ,0
29091,2020-04-05,Confirmed,MZ,0
29092,2020-04-05,Recovered,MZ,0
29093,2020-04-05,Deceased,MZ,0
29094,2020-04-06,Confirmed,MZ,0
29095,2020-04-06,Recovered,MZ,0
29096,2020-04-06,Deceased,MZ,0
29097,2020-04-07,Confirmed,MZ,0
29098,2020-04-07,Recovered,MZ,0
29099,2020-04-07,Deceased,MZ,0
29100,2020-04-08,Confirmed,MZ,0
29101,2020-04-08,Recovered,MZ,0
29102,2020-04-08,Deceased,MZ,0
29103,2020-04-09,Confirmed,MZ,0
29104,2020-04-09,Recovered,MZ,0
29105,2020-04-09,Deceased,MZ,0
29106,2020-04-10,Confirmed,MZ,0
29107,2020-04-10,Recovered,MZ,0
29108,2020-04-10,Deceased,MZ,0
29109,2020-04-11,Confirmed,MZ,0
29110,2020-04-11,Recovered,MZ,0
29111,2020-04-11,Deceased,MZ,0
29112,2020-04-12,Confirmed,MZ,0
29113,2020-04-12,Recovered,MZ,0
29114,2020-04-12,Deceased,MZ,0
29115,2020-04-13,Confirmed,MZ,0
29116,2020-04-13,Recovered,MZ,0
29117,2020-04-13,Deceased,MZ,0
29118,2020-04-14,Confirmed,MZ,0
29119,2020-04-14,Recovered,MZ,0
29120,2020-04-14,Deceased,MZ,0
29121,2020-04-15,Confirmed,MZ,0
29122,2020-04-15,Recovered,MZ,0
29123,2020-04-15,Deceased,MZ,0
29124,2020-04-16,Confirmed,MZ,0
29125,2020-04-16,Recovered,MZ,0
29126,2020-04-16,Deceased,MZ,0
29127,2020-04-17,Confirmed,MZ,0
29128,2020-04-17,Recovered,MZ,0
29129,2020-04-17,Deceased,MZ,0
29130,2020-04-18,Confirmed,MZ,0
29131,2020-04-18,Recovered,MZ,0
29132,2020-04-18,Deceased,MZ,0
29133,2020-04-19,Confirmed,MZ,0
29134,2020-04-19,Recovered,MZ,0
29135,2020-04-19,Deceased,MZ,0
29136,2020-04-20,Confirmed,MZ,0
29137,2020-04-20,Recovered,MZ,0
29138,2020-04-20,Deceased,MZ,0
29139,2020-04-21,Confirmed,MZ,0
29140,2020-04-21,Recovered,MZ,0
29141,2020-04-21,Deceased,MZ,0
29142,2020-04-22,Confirmed,MZ,0
29143,2020-04-22,Recovered,MZ,0
29144,2020-04-22,Deceased,MZ,0
29145,2020-04-23,Confirmed,MZ,0
29146,2020-04-23,Recovered,MZ,0
29147,2020-04-23,Deceased,MZ,0
29148,2020-04-24,Confirmed,MZ,0
29149,2020-04-24,Recovered,MZ,0
29150,2020-04-24,Deceased,MZ,0
29151,2020-04-25,Confirmed,MZ,0
29152,2020-04-25,Recovered,MZ,0
29153,2020-04-25,Deceased,MZ,0
29154,2020-04-26,Confirmed,MZ,0
29155,2020-04-26,Recovered,MZ,0
29156,2020-04-26,Deceased,MZ,0
29157,2020-04-27,Confirmed,MZ,0
29158,2020-04-27,Recovered,MZ,0
29159,2020-04-27,Deceased,MZ,0
29160,2020-04-28,Confirmed,MZ,0
29161,2020-04-28,Recovered,MZ,0
29162,2020-04-28,Deceased,MZ,0
29163,2020-04-29,Confirmed,MZ,0
29164,2020-04-29,Recovered,MZ,0
29165,2020-04-29,Deceased,MZ,0
29166,2020-04-30,Confirmed,MZ,0
29167,2020-04-30,Recovered,MZ,0
29168,2020-04-30,Deceased,MZ,0
29169,2020-05-01,Confirmed,MZ,0
29170,2020-05-01,Recovered,MZ,0
29171,2020-05-01,Deceased,MZ,0
29172,2020-05-02,Confirmed,MZ,0
29173,2020-05-02,Recovered,MZ,0
29174,2020-05-02,Deceased,MZ,0
29175,2020-05-03,Confirmed,MZ,0
29176,2020-05-03,Recovered,MZ,0
29177,2020-05-03,Deceased,MZ,0
29178,2020-05-04,Confirmed,MZ,0
29179,2020-05-04,Recovered,MZ,0
29180,2020-05-04,Deceased,MZ,0
29181,2020-05-05,Confirmed,MZ,0
29182,2020-05-05,Recovered,MZ,1
29183,2020-05-05,Deceased,MZ,0
29184,2020-05-06,Confirmed,MZ,0
29185,2020-05-06,Recovered,MZ,0
29186,2020-05-06,Deceased,MZ,0
29187,2020-05-07,Confirmed,MZ,0
29188,2020-05-07,Recovered,MZ,0
29189,2020-05-07,Deceased,MZ,0
29190,2020-05-08,Confirmed,MZ,0
29191,2020-05-08,Recovered,MZ,0
29192,2020-05-08,Deceased,MZ,0
29193,2020-05-09,Confirmed,MZ,0
29194,2020-05-09,Recovered,MZ,0
29195,2020-05-09,Deceased,MZ,0
29196,2020-05-10,Confirmed,MZ,0
29197,2020-05-10,Recovered,MZ,0
29198,2020-05-10,Deceased,MZ,0
29199,2020-05-11,Confirmed,MZ,0
29200,2020-05-11,Recovered,MZ,0
29201,2020-05-11,Deceased,MZ,0
29202,2020-05-12,Confirmed,MZ,0
29203,2020-05-12,Recovered,MZ,0
29204,2020-05-12,Deceased,MZ,0
29205,2020-05-13,Confirmed,MZ,0
29206,2020-05-13,Recovered,MZ,0
29207,2020-05-13,Deceased,MZ,0
29208,2020-05-14,Confirmed,MZ,0
29209,2020-05-14,Recovered,MZ,0
29210,2020-05-14,Deceased,MZ,0
29211,2020-05-15,Confirmed,MZ,0
29212,2020-05-15,Recovered,MZ,0
29213,2020-05-15,Deceased,MZ,0
29214,2020-05-16,Confirmed,MZ,0
29215,2020-05-16,Recovered,MZ,0
29216,2020-05-16,Deceased,MZ,0
29217,2020-05-17,Confirmed,MZ,0
29218,2020-05-17,Recovered,MZ,0
29219,2020-05-17,Deceased,MZ,0
29220,2020-05-18,Confirmed,MZ,0
29221,2020-05-18,Recovered,MZ,0
29222,2020-05-18,Deceased,MZ,0
29223,2020-05-19,Confirmed,MZ,0
29224,2020-05-19,Recovered,MZ,0
29225,2020-05-19,Deceased,MZ,0
29226,2020-05-20,Confirmed,MZ,0
29227,2020-05-20,Recovered,MZ,0
29228,2020-05-20,Deceased,MZ,0
29229,2020-05-21,Confirmed,MZ,0
29230,2020-05-21,Recovered,MZ,0
29231,2020-05-21,Deceased,MZ,0
29232,2020-05-22,Confirmed,MZ,0
29233,2020-05-22,Recovered,MZ,0
29234,2020-05-22,Deceased,MZ,0
29235,2020-05-23,Confirmed,MZ,0
29236,2020-05-23,Recovered,MZ,0
29237,2020-05-23,Deceased,MZ,0
29238,2020-05-24,Confirmed,MZ,0
29239,2020-05-24,Recovered,MZ,0
29240,2020-05-24,Deceased,MZ,0
29241,2020-05-25,Confirmed,MZ,0
29242,2020-05-25,Recovered,MZ,0
29243,2020-05-25,Deceased,MZ,0
29244,2020-05-26,Confirmed,MZ,0
29245,2020-05-26,Recovered,MZ,0
29246,2020-05-26,Deceased,MZ,0
29247,2020-05-27,Confirmed,MZ,0
29248,2020-05-27,Recovered,MZ,0
29249,2020-05-27,Deceased,MZ,0
